SiteId,UnitId,ReadDate,Salinity in ppt,Dissolved Oxygen milligram per lit,pH ,Secchi Depth meters,Water Depth meters,Water Temp Celsius,Air Temp Celsius,Air Temp Fahrenheit,Time 24 clcok,Field Technician,DateVerified,WhoVerified
C,,11-02-2010,0,7.3,7.5,0.5,0.5,13,,55,0,Not Recorded,,
C,,11/16/2010,0,,8.5,0.5,0.5,15,,61,0,Not Recorded,,
C,,12-07-2010,0,8.8,7,0.5,0.5,2,,30,0,Not Recorded,,
C,,12/21/2010,,,,,,,,31,0,Not Recorded,,
D,,01-07-2010,,,,,,,,30,0,Not Recorded,,
D,,02-05-2010,,9.5,6.5,0.6,1.2,5,,39,0,Not Recorded,,
D,,2/18/2010,,,6,1.4,1.6,5,,38,0,Not Recorded,,
D,,03-05-2010,0,8.7,6.5,1.2,1.5,6,,40,0,Not Recorded,,
D,,3/16/2010,,,,,,,,,N/A,Not Recorded,,
D,,04-06-2010,0,6.3,6,0.7,1.7,22,,72,0,Not Recorded,,
D,,4/23/2010,0,,6.5,0.8,1.7,17,,60,0,Not Recorded,,
D,,05-06-2010,0,5,6.5,0.8,1.5,25,,76,0,Not Recorded,,
D,,5/19/2010,0,,6.5,0.8,1.6,19,,60,0,Not Recorded,,
D,,06-01-2010,0,5.2,6,0.7,1.5,25,,77,0,Not Recorded,,
D,,6/15/2010,0,,6.5,0.6,1.4,28,,80,0,Not Recorded,,
D,,07-08-2010,0,5.2,6.5,0.7,1.2,31,,81,0,Not Recorded,,
D,,7/20/2010,0,,8,0.6,1.3,31,,85,0,Not Recorded,,
D,,08-03-2010,0,6,6.5,0.8,1.2,28,,82,0,Not Recorded,,
D,,8/17/2010,0,,7.5,0.9,1.2,31,,87,0,Not Recorded,,
D,,09-02-2010,0,2.7,6.5,0.85,1.2,26,,76,0,Not Recorded,,
D,,9/22/2010,0,,6.5,1,1.2,25,,76,0,Not Recorded,,
D,,10/14/2010,0,5.9,6.5,0.8,1.3,19,,68,0,Not Recorded,,
D,,11-02-2010,0,7.2,6.5,1,1.4,13,,55,0,Not Recorded,,
D,,11/16/2010,0,,6,1.2,1.3,,,61,0,Not Recorded,,
D,,12-07-2010,0,10.3,6,1.1,1.1,2,,30,0,Not Recorded,,
D,,12/21/2010,0,,6.5,1.3,1.3,3,,31,0,Not Recorded,,
Bay,,01-07-2010,0,7,6.5,,,4,,30,0,S. Poe,,
Bay,,02-05-2010,,7,6.5,0.4,0.4,5,,39,0,S. Poe,,
Bay,,2/18/2010,,,6.5,0.2,0.65,4,,38,0,S. Poe,,
Bay,,03-05-2010,0,7.7,6.5,0.2,0.4,10,,40,0,S. Poe,,
Bay,,3/16/2010,0,7.9,6.5,0.3,0.8,10,,44,0,S. Poe,,
Bay,,04-06-2010,1,5.9,6.5,0.8,1,20,,72,0,S. Poe,,
Bay,,4/23/2010,1,6.7,6.5,0.6,0.6,16,,58,0,S. Poe,,
Bay,,05-06-2010,0,6.5,7,0.75,0.9,23,,76,0,S. Poe,,
Bay,,5/19/2010,0,7,6.5,0.5,0.6,17,,59,0,S. Poe,,
Bay,,06-01-2010,0,6.8,7,0.7,0.9,25,,77,0,S. Poe,,
Bay,,6/15/2010,0,5.4,7,0.5,0.5,28,,80,0,S. Poe,,
Bay,,07-08-2010,0,3.6,8.5,0.4,0.45,29,,81,0,S. Poe,,
Bay,,7/20/2010,0,3.9,7,0.7,1,27,,82,0,S. Poe,,
Bay,,08-03-2010,0,5.1,7,0.5,0.5,26,,82,0,S. Poe,,
Bay,,8/17/2010,0,3.1,8,0.5,0.9,27,,86,0,S. Poe,,
Bay,,09-02-2010,0,3.3,7,0.5,0.7,26,,76,0,S. Poe,,
Bay,,9/22/2010,0,5,8.5,0.6,0.8,26,,74,0,S. Poe,,
Bay,,10/14/2010,0,3.9,7.5,0.5,0.8,19,,,0,S. Poe,,
Bay,,11-02-2010,0,5,7.5,0.4,0.4,12,,55,0,S. Poe,,
Bay,,11/16/2010,0,6.7,8,0.5,0.8,15,,60,0,S. Poe,,
Bay,,12-07-2010,0,5.7,7,0.3,0.5,4,,30,0,S. Poe,,
Bay,,12/21/2010,0,6.7,7,0.1,0.3,,,31,0,S. Poe,,
A,,01-04-2011,0,5.9,6.5,0.8,0.8,,,32,0,Not Recorded,,
A,,1/18/2011,0,,6.5,0.5,0.65,6,,40,0,Not Recorded,,
A,,02-08-2011,0,3.9,6.5,,,7,,46,0,Not Recorded,,
A,,03-03-2011,0,,7,,,8.5,,30,0,Not Recorded,,
A,,3/24/2011,0,3,6.5,0.4,1,14,,48,0,Not Recorded,,
A,,4/14/2011,0,,6,0.2,0.6,18,,58,0,Not Recorded,,
A,,4/28/2011,0,4,6.5,0.3,0.3,24,,76,0,Not Recorded,,
A,,05-12-2011,0,,7.5,,,24,,66,0,Not Recorded,,
A,,5/26/2011,0,2.4,7.5,0.7,0.8,28,,79,0,Not Recorded,,
A,,06-09-2011,0,,7.5,0.6,0.9,29,,85,0,Not Recorded,,
A,,6/23/2011,0,5.7,7.5,0.5,0.8,27,,87,0,Not Recorded,,
A,,7/14/2011,0,,7,0.7,0.7,27,,76,0,Not Recorded,,
A,,7/28/2011,0,3.2,7.5,0.8,0.8,31,,87,0,Not Recorded,,
A,,08-11-2011,0,,7.5,0.6,0.6,29,,83,0,Not Recorded,,
A,,09-08-2011,0,5,6.5,0.5,0.8,27,,78,0,Not Recorded,,
A,,9/22/2011,0,,5,0.7,0.7,25,,78,0,Not Recorded,,
A,,10/13/2011,0,4,6.5,0.7,0.8,22,,75,0,Not Recorded,,
A,,10/27/2011,0,,7,0.8,0.9,17,,62,0,Not Recorded,,
A,,11-10-2011,0,8.6,,0.6,0.8,19,,60,0,Not Recorded,,
A,,11/22/2011,0,,7,0.5,0.9,19,,61,0,Not Recorded,,
A,,12-08-2011,0,8,7,0.8,0.9,12,,47,0,Not Recorded,,
A,,12/22/2011,0,,7,0.9,0.9,13,,60,0,Not Recorded,,
B,,01-04-2011,0,7.2,6.5,0.4,0.4,5,,32,0,Not Recorded,,
B,,1/18/2011,0,,7,0.5,0.5,5,,40,0,Not Recorded,,
B,,02-08-2011,0,3.6,7,,,9,,46,0,Not Recorded,,
B,,03-03-2011,0,,7,,,6,,40,0,Not Recorded,,
B,,3/24/2011,0,3.9,7,0.5,0.5,14,,48,0,Not Recorded,,
B,,4/14/2011,0,,7,2.5,3,19,,58,0,Not Recorded,,
B,,4/28/2011,0,,7,0.17,0.17,23,,76,0,Not Recorded,,
B,,05-12-2011,0,,8.5,,,23,,66,0,Not Recorded,,
B,,5/26/2011,0,1.5,,0.2,0.4,27,,79,0,Not Recorded,,
B,,06-09-2011,0,,8,0.3,0.3,30,,85,0,Not Recorded,,
B,,6/23/2011,0,5.8,8,0.3,0.3,27,,89,0,Not Recorded,,
B,,7/14/2011,0,,7,0.4,0.4,28,,76,0,Not Recorded,,
B,,7/28/2011,0,2.4,7,0.4,0.4,30,,85,0,Not Recorded,,
B,,08-11-2011,0,,7.5,0.3,0.3,30,,83,0,Not Recorded,,
B,,09-08-2011,0,3.1,6.5,0.1,0.2,27,,78,N/A,Not Recorded,,
B,,9/22/2011,0,,7,0.15,0.15,25,,78,0,Not Recorded,,
B,,10/13/2011,0,3,7,0.05,0.05,22,,75,0,Not Recorded,,
B,,10/27/2011,0,,7.5,0.4,0.4,16,,62,0,Not Recorded,,
B,,11-10-2011,0,7.9,7.5,0.2,0.2,19,,60,0,Not Recorded,,
B,,11/22/2011,0,,7.5,0.2,0.5,14,,61,0,Not Recorded,,
B,,12-08-2011,0,5,7,0.1,0.4,13,,47,0,Not Recorded,,
B,,12/22/2011,0,,7,0.3,0.3,14,,60,0,Not Recorded,,
C,,01-04-2011,0,,7,0.5,0.5,4,,32,0,Not Recorded,,
C,,1/18/2011,0,5.1,6.5,0.6,0.8,5,,40,0,Not Recorded,,
C,,02-08-2011,0,,7,,,10,,46,0,Not Recorded,,
C,,03-03-2011,0,3.9,7.5,,,7,,38,0,Not Recorded,,
C,,3/24/2011,0,,,,,,,48,0,Not Recorded,,
C,,4/14/2011,0,5.6,8,0.3,0.3,19,,58,0,Not Recorded,,
C,,4/28/2011,0,3.6,7,0.17,0.17,23,,76,0,Not Recorded,,
C,,05-12-2011,0,3.7,9,,,23,,66,0,Not Recorded,,
C,,5/26/2011,,,,,,,,80,N/A,Not Recorded,,
D,,01-04-2011,0,,6.5,1.3,1.3,4,,32,0,Not Recorded,,
D,,1/18/2011,0,10,6.5,1.4,1.4,6,,39,0,Not Recorded,,
D,,02-08-2011,0,,6.5,,,9,,46,0,Not Recorded,,
D,,03-03-2011,,5,6,,,8,,38,0,Not Recorded,,
D,,3/24/2011,0,,6.5,0.7,1.4,14,,48,0,Not Recorded,,
D,,4/14/2011,0,6.9,6.5,0.9,1.4,19,,58,0,Not Recorded,,
D,,4/28/2011,0,,6.5,0.7,1.3,23,,76,0,Not Recorded,,
D,,05-12-2011,0,3.7,6.5,,,19,,65,0,Not Recorded,,
D,,5/26/2011,0,,7.5,1.2,0.9,28,,80,0,Not Recorded,,
D,,06-09-2011,0,4.8,7,0.6,1.2,29,,85,0,Not Recorded,,
D,,6/23/2011,0,,8,0.6,1,28,,87,0,Not Recorded,,
D,,7/14/2011,0,5.6,6.5,0.8,1.1,27,,76,0,Not Recorded,,
D,,7/28/2011,0,,7,0.9,1.5,31,,86,0,Not Recorded,,
D,,08-11-2011,0,2,7,0.9,0.9,29,,82,N/A,Not Recorded,,
D,,09-08-2011,0,,6.5,1.4,1.5,27,,78,0,Not Recorded,,
D,,9/22/2011,0,4.6,6.5,0.6,1.4,25,,78,0,Not Recorded,,
D,,10/13/2011,0,,6,0.5,1.5,23,,75,0,Not Recorded,,
D,,10/27/2011,0,,6,0.7,1.4,17,,62,0,Not Recorded,,
D,,11-10-2011,0,,6.5,0.8,1.5,17,,60,0,Not Recorded,,
D,,11/22/2011,0,8,,0.8,0.9,15,,61,0,Not Recorded,,
D,,12-08-2011,0,,6.5,0.8,1.4,12,,47,0,Not Recorded,,
D,,12/22/2011,0,9.8,7,1,1.4,16,,60,0,Not Recorded,,
Bay,,01-04-2011,0,3.1,6.5,0.2,0.45,5,,31,0,S. Poe,,
Bay,,1/18/2011,0,6.2,7,0.2,0.6,7,,39,0,S. Poe,,
Bay,,02-08-2011,0,3.8,6.5,0.2,0.6,8,,46,0,S. Poe,,
Bay,,03-03-2011,0,3.7,7,,,8,,40,0,S. Poe,,
Bay,,3/24/2011,0,3.3,7,0.2,0.55,33,,52,0,S. Poe,,
Bay,,4/14/2011,0,3.5,7,0.4,0.6,16.5,,58,0,S. Poe,,
Bay,,4/28/2011,0,5.2,7,0.3,1.3,23,,76,0,S. Poe,,
Bay,,05-12-2011,0,4.5,7,,,18,,65,0,S. Poe,,
Bay,,5/26/2011,0,3.7,7.5,0.5,0.9,25,,79,0,S. Poe,,
Bay,,06-09-2011,0,3.2,8,0.4,0.8,27,,85,0,S. Poe,,
Bay,,6/23/2011,0,5.6,8,0.5,0.9,26,,80,0,S. Poe,,
Bay,,7/14/2011,0,3,8.5,0.4,0.6,26,,75,0,S. Poe,,
Bay,,7/28/2011,0,2,9,0.5,0.7,29,,85,0,S. Poe,,
Bay,,08-11-2011,0,3.5,9,0.4,0.7,28,,82,0,S. Poe,,
Bay,,09-08-2011,0,5,7,0.6,1.1,26,,78,0,S. Poe,,
Bay,,9/22/2011,0,5.3,8,0.5,0.7,24,,78,0,S. Poe,,
Bay,,10/13/2011,0,4.2,7.5,0.5,0.7,21,,75,0,S. Poe,,
Bay,,10/27/2011,0,7.4,7.5,0.5,0.9,16,,62,0,S. Poe,,
Bay,,11-10-2011,0,5.2,7.5,0.7,0.7,16,,60,0,S. Poe,,
Bay,,11/22/2011,0,7.3,7,0.2,0.6,16,,61,0,S. Poe,,
Bay,,12-08-2011,0,7.9,7,0.35,0.7,12,,47,0,S. Poe,,
Bay,,12/22/2011,0,7.8,7,0.3,0.7,17,,60,0,S. Poe,,
A,,01-11-2012,0,8.2,6.5,0.9,0.9,12,,53,0,Not Recorded,,
A,,1/26/2012,0,,6.5,1,1,12,,50,0,Not Recorded,,
A,,02-09-2012,0,5.8,7,1,1,8,,39,0,Not Recorded,,
A,,2/21/2012,0,,7,0.9,0.9,9,,46,0,Not Recorded,,
A,,03-01-2012,0,4.3,7.5,,,16,,70,0,Not Recorded,,
A,,03-08-2012,0,,6.5,0.5,0.5,15,,58,N/A,Not Recorded,,
A,,04-12-2012,0,7,7,0.6,0.7,14,,51,0,Not Recorded,,
A,,4/26/2012,0,,7.5,0.6,0.8,17,,63,0,Not Recorded,,
A,,05-10-2012,0,4.5,7,0.7,0.9,21,,63,0,Not Recorded,,
A,,5/24/2012,0,,6.5,0.6,0.7,25,,72,0,Not Recorded,,
A,,6/14/2012,0,4.9,7,0.6,0.7,22,,69,0,Not Recorded,,
A,,6/28/2012,0,,7,0.65,0.9,27,,74,0,Not Recorded,,
A,,7/19/2012,0,,6.5,0.6,0.6,30,,83,0,Not Recorded,,
A,,08-09-2012,0,3,7,0.5,0.9,28,,80,0,Not Recorded,,
A,,8/23/2012,0,,6.5,0.6,0.7,26,,77,0,Not Recorded,,
A,,09-04-2012,0,4.3,6.5,0.7,0.7,28,,80,0,Not Recorded,,
A,,9/13/2012,,,7,0.6,0.6,24,,74,0,Not Recorded,,
A,,10-04-2012,0,,7,0.6,0.6,24,,75,0,Not Recorded,,
A,,10/19/2012,0,,7,0.9,1.4,20,,70,0,Not Recorded,,
A,,11-08-2012,0,,6.5,0.5,1.9,10,,45,0,Not Recorded,,
A,,11/29/2012,0,9,6.5,0.2,0.2,8,,48,0,Not Recorded,,
A,,12/13/2012,0,,7,0.9,0.9,9,,48,0,Not Recorded,,
B,,01-11-2012,0,6,7,0.3,0.3,11,,54,0,Not Recorded,,
B,,1/26/2012,0,,7,0.3,0.3,12,,50,0,Not Recorded,,
B,,02-09-2012,0,7.5,7,0.3,0.3,8,,39,0,Not Recorded,,
B,,2/21/2012,0,,7.5,0.35,0.35,10,,40,0,Not Recorded,,
B,,03-01-2012,0,6.3,7.5,0.2,0.4,16,,69,0,Not Recorded,,
B,,03-08-2012,0,,7.5,0,0.2,14,,58,0,Not Recorded,,
B,,04-12-2012,0,7,7.5,0.3,0.3,13,,51,0,Not Recorded,,
B,,4/26/2012,0,,8,0.3,0.3,18,,63,0,Not Recorded,,
B,,05-10-2012,0,6.7,7,0.5,0.5,20,,64,0,Not Recorded,,
B,,5/24/2012,0,,8,0.5,0.5,25,,72,0,Not Recorded,,
B,,6/14/2012,0,4.5,7.5,0.2,0.2,22,,70,0,Not Recorded,,
B,,6/28/2012,0,,7.4,0.5,0.5,26,,73,0,Not Recorded,,
B,,7/19/2012,0,,7,0.4,0.4,28,,83,0,Not Recorded,,
B,,08-09-2012,0,2.9,7.5,0.3,0.4,27,,80,0,Not Recorded,,
B,,8/23/2012,0,,7.5,0.3,0.4,27,,77,0,Not Recorded,,
B,,09-04-2012,0,5.2,7,0.2,0.2,,,80,0,Not Recorded,,
B,,9/13/2012,,,8.5,0.1,0.1,23,,73,0,Not Recorded,,
B,,10-04-2012,0,,8,0.1,0.5,24,,75,0,Not Recorded,,
B,,10/19/2012,0,7.1,7,0.4,0.4,20,,70,0,Not Recorded,,
B,,11-08-2012,0,,6.5,0.35,0.35,9,,45,0,Not Recorded,,
B,,11/29/2012,0,9.7,7,0.4,0.4,9,,49,0,Not Recorded,,
B,,12/13/2012,0,,7,0.4,0.5,9,,48,0,Not Recorded,,
D,,01-11-2012,0,,6.5,1,1.4,10,,54,,Not Recorded,,
D,,1/26/2012,0,7.2,6.5,1.2,1.4,11,,50,0,Not Recorded,,
D,,02-09-2012,0,,6.5,1.3,1.4,6,,39,0,Not Recorded,,
D,,2/21/2012,0,10,6.5,1,1.5,8,,46,0,Not Recorded,,
D,,03-01-2012,0,,6.5,,,15,,70,0,Not Recorded,,
D,,03-08-2012,0,9.5,6.5,1.2,1.5,14,,58,0,Not Recorded,,
D,,04-12-2012,0,,7,0.9,1.3,12,,51,0,Not Recorded,,
D,,4/26/2012,0,7.4,6.5,0.8,1.4,17,,63,0,Not Recorded,,
D,,05-10-2012,0,,6.5,0.8,1.5,20,,64,0,Not Recorded,,
D,,5/24/2012,0,6.1,6.5,0.9,1.5,25,,72,0,Not Recorded,,
D,,6/14/2012,0,,6.5,0.7,4.5,23,,70,0,Not Recorded,,
D,,6/28/2012,0,5,6.5,0.6,1.3,27,,73,0,Not Recorded,,
D,,7/19/2012,0,4.2,7,0.8,1.4,30,,82,0,Not Recorded,,
D,,08-09-2012,0,,6.5,0.9,1.4,27,,80,0,Not Recorded,,
D,,8/23/2012,0,5.5,6.5,0.7,1.4,26,,76,0,Not Recorded,,
D,,09-04-2012,0,,6.5,0.9,1.4,28,,80,N/A,Not Recorded,,
D,,9/13/2012,,5.2,6.5,1,1.25,23,,70,0,Not Recorded,,
D,,10-04-2012,0,5.8,6.5,0.9,1.2,24,,75,0,Not Recorded,,
D,,10/19/2012,0,5.5,7.5,0.6,0.8,22,,70,0,Not Recorded,,
D,,11-08-2012,0,8.6,6,0.5,1.5,9,,45,0,Not Recorded,,
D,,11/29/2012,0,,7,1.4,1.5,8,,50,0,Not Recorded,,
D,,12/13/2012,0,8.8,6.5,0.9,1.6,9,,48,0,Not Recorded,,
Bay,,01-11-2012,0,6.9,7.5,0.2,0.7,12,,54,0,S. Poe,,
Bay,,1/26/2012,0,6.5,7,0.2,0.8,11,,50,0,S. Poe,,
Bay,,02-09-2012,0,5.3,7.5,0.2,0.3,8,,39,0,S. Poe,,
Bay,,2/21/2012,0,6.2,7,0.2,0.2,8,,46,0,S. Poe,,
Bay,,03-01-2012,0,5.3,7.5,0.2,0.6,,,69,0,S. Poe,,
Bay,,03-08-2012,0,7.2,7,0.4,0.6,13,,58,0,S. Poe,,
Bay,,04-12-2012,0,6.5,8,0.4,0.6,11,,51,0,S. Poe,,
Bay,,4/26/2012,0,7.1,7.5,0.4,0.8,17,,63,0,S. Poe,,
Bay,,05-10-2012,0,5.3,8,0.4,0.7,19,,63,0,S. Poe,,
Bay,,5/24/2012,0,6.1,8.5,0.5,0.8,24,,72,0,S. Poe,,
Bay,,6/14/2012,0,3.9,8.5,0.5,0.7,22,,69,0,S. Poe,,
Bay,,6/28/2012,0,4.9,,0.45,0.7,26,,72,0,S. Poe,,
Bay,,7/19/2012,0,5.9,8.5,0.5,0.9,28,,82,0,S. Poe,,
Bay,,08-09-2012,0,4.2,7.5,0.6,0.8,,,80,0,S. Poe,,
Bay,,8/23/2012,0,6.1,8,0.5,0.7,25,,77,0,S. Poe,,
Bay,,09-04-2012,0,3.7,7,0.3,0.8,25,,85,0,S. Poe,,
Bay,,9/13/2012,,5,7,0.4,0.5,21,,70,0,S. Poe,,
Bay,,10-04-2012,0,4.8,8,0.5,0.7,24,,75,0,S. Poe,,
Bay,,10/19/2012,0,3.7,9,0.5,0.8,,,70,0,S. Poe,,
Bay,,11-08-2012,0,7.6,7,0.2,0.2,10,,45,0,S. Poe,,
Bay,,11/29/2012,0,8.9,7,0.1,0.5,7,,48,0,S. Poe,,
Bay,,12/13/2012,0,8.4,7,0.2,0.3,9,,48,0,S. Poe,,
A,,01-10-2013,0,6.9,6.5,0.8,0.9,8,,48,0,Not Recorded,,
A,,1/24/2013,0,,7,0.4,0.7,4,,32,0,Not Recorded,,
A,,2/14/2013,0,5.7,6.5,0.7,1.1,,,45,0,Not Recorded,,
A,,2/28/2013,0,,,2.2,,10,,48,0,Not Recorded,,
A,,3/13/2013,,5,6.5,,,11,,48,0,Not Recorded,,
A,,3/28/2013,0,,6.5,0.5,0.5,9,,48,0,Not Recorded,,
A,,04-11-2013,0,5.9,6,0.4,0.9,21,,67,0,Not Recorded,,
A,,4/26/2013,0,,7,0.4,0.4,15,,54,N/A,Not Recorded,,
A,,05-08-2013,0,5.6,7,0.5,0.6,22,,70,0,Not Recorded,,
A,,5/25/2013,0,,7,0.4,0.6,25,,72,0,Not Recorded,,
A,,6/13/2013,0,6.1,7.5,0.7,0.7,29,,83,0,Not Recorded,,
A,,6/25/2013,0,,7,0.5,0.5,28,,78,0,Not Recorded,,
A,,07-11-2013,0,4.1,7,0.7,0.9,26,,81,0,Not Recorded,,
A,,7/25/2013,0,,7,0.4,0.6,27,,72,0,Not Recorded,,
A,,08-08-2013,0,5.3,6,0.1,0.7,28,,80,0,Not Recorded,,
A,,8/22/2013,0,,7,0.4,0.5,28,,78,0,Not Recorded,,
A,,09-12-2013,0,4.8,7,0.6,0.6,26,,75,0,Not Recorded,,
A,,9/26/2013,0,,6.5,,,21,,69,0,Not Recorded,,
A,,10/22/2013,0,,6,0.6,0.7,17,,60,0,Not Recorded,,
A,,11-12-2013,0,7,7,0.5,0.7,13,,54,0,Not Recorded,,
A,,11/19/2013,0,,6.5,0.7,1,11,,52,0,Not Recorded,,
A,,12-04-2013,0,8.8,,0.4,0.4,10,,51,0,Not Recorded,,
A,,12-11-2013,0,,7,0.8,1,8,,38,0,Not Recorded,,
B,,01-10-2013,0,7.2,,0.3,0.3,10,,49,0,Not Recorded,,
B,,1/24/2013,0,,7,0.3,0.3,4,,32,0,Not Recorded,,
B,,2/28/2013,0,,7,0.2,0.2,10,,48,0,Not Recorded,,
B,,3/13/2013,,7.6,7.5,0.2,0.2,11,,45,0,Not Recorded,,
B,,3/28/2013,0,,7.5,0.4,0.4,8,,48,0,Not Recorded,,
B,,04-11-2013,0,5.8,7.5,0.4,0.4,20,,68,0,Not Recorded,,
B,,4/26/2013,0,,7,0.4,0.4,15,,54,0,Not Recorded,,
B,,05-08-2013,0,4.2,8,0.2,0.2,22,,68,0,Not Recorded,,
B,,5/25/2013,0,,7.5,,,25,,73,0,Not Recorded,,
B,,6/13/2013,0,5.4,8,0.2,0.2,29,,83,0,Not Recorded,,
B,,6/25/2013,0,,7.5,0.4,0.4,27,,78,0,Not Recorded,,
B,,07-11-2013,0,3.3,7,0.3,0.3,,,81,0,Not Recorded,,
B,,7/25/2013,0,,7.5,0.2,0.2,26,,72,0,Not Recorded,,
B,,08-08-2013,0,6.4,8,0.3,0.3,27,,80,0,Not Recorded,,
B,,8/22/2013,0,,8,0.1,0.1,28,,78,0,Not Recorded,,
B,,09-12-2013,,,,,,25,,75,0,Not Recorded,,
B,,9/26/2013,0,,7.5,,,21,,69,0,Not Recorded,,
B,,10/22/2013,0,,7,0.2,0.2,17,,60,0,Not Recorded,,
B,,11-12-2013,0,,7.5,0.4,0.4,12,,54,0,Not Recorded,,
B,,11/19/2013,0,,7,0.3,0.3,11,,52,0,Not Recorded,,
B,,12-04-2013,0,5,7,0.2,0.2,11,,51,0,Not Recorded,,
B,,12-11-2013,0,,7,0.25,0.25,7,,38,0,Not Recorded,,
D,,01-10-2013,0,,6.5,1,1.5,9,,49,0,Not Recorded,,
D,,1/24/2013,0,,6.5,0.9,1.6,4,,32,0,Not Recorded,,
D,,2/14/2013,0,,6.5,1.6,1.6,9,,45,0,Not Recorded,,
D,,2/28/2013,0,9.8,6.5,1.5,1.5,9,,48,0,Not Recorded,,
D,,3/13/2013,,,6.5,1.5,1.6,11,,45,0,Not Recorded,,
D,,3/28/2013,0,10,6.5,1.4,1.6,8,,48,0,Not Recorded,,
D,,04-11-2013,0,,6.5,1.2,1.4,20,,68,0,Not Recorded,,
D,,4/26/2013,0,8.6,6.5,0.3,1.5,15,,54,0,Not Recorded,,
D,,05-08-2013,0,,7,1,1.5,22,,70,0,Not Recorded,,
D,,5/25/2013,0,5.5,6,0.5,1.5,24,,72,0,Not Recorded,,
D,,6/13/2013,0,,7,0.8,1.3,30,,85,0,Not Recorded,,
D,,6/25/2013,0,6.4,7.5,0.6,1.2,,,88,0,Not Recorded,,
D,,07-11-2013,0,,7,0.9,1.4,26,,82,0,Not Recorded,,
D,,7/25/2013,0,3.8,6.5,0.7,1.8,27,,72,0,Not Recorded,,
D,,08-08-2013,0,6.8,7,0.9,1.3,26,,79,0,Not Recorded,,
D,,8/22/2013,0,4.2,6.5,1.1,1.5,27,,78,0,Not Recorded,,
D,,09-12-2013,0,,6.5,1.2,1.2,27,,75,0,Not Recorded,,
D,,9/26/2013,0,6.1,6.7,0.9,1.1,20,,69,0,Not Recorded,,
D,,10/22/2013,0,7,6.5,1,1.2,17,,58,0,Not Recorded,,
D,,11-12-2013,0,,6,0.8,1.1,12,,54,0,Not Recorded,,
D,,11/19/2013,0,9.6,6.5,1.2,1.2,12,,52,0,Not Recorded,,
D,,12-04-2013,0,,6.5,1.2,1.2,10,,51,0,Not Recorded,,
D,,12-11-2013,0,8.65,6.5,0.8,0.8,8,,38,0,Not Recorded,,
Bay,,01-10-2013,0,8.5,7,0.4,0.5,9,,48,0,S. Poe,,
Bay,,1/24/2013,0,8.7,7,0.1,0.4,3,,32,0,S. Poe,,
Bay,,2/14/2013,0,7.7,7,0.7,2.5,9,,45,0,S. Poe,,
Bay,,2/28/2013,0,8.5,7,0.2,0.7,10,,48,0,S. Poe,,
Bay,,3/13/2013,,10,7.5,0.2,0.6,11,,45,0,S. Poe,,
Bay,,3/28/2013,0,10,7,0.2,0.3,8,,48,0,S. Poe,,
Bay,,04-11-2013,0,8,7,0.3,0.9,20,,64,0,S. Poe,,
Bay,,4/26/2013,0,8.9,7,0.2,0.2,14,,54,0,S. Poe,,
Bay,,05-08-2013,0,8.2,7,0.3,0.7,19,,67,0,S. Poe,,
Bay,,5/25/2013,0,6.1,7.5,0.4,0.9,24,,72,0,S. Poe,,
Bay,,6/13/2013,0,6.9,7.5,0.5,0.7,26,,81,0,S. Poe,,
Bay,,6/25/2013,0,6.7,7.5,0.4,0.9,26,,78,0,S. Poe,,
Bay,,07-11-2013,0,6.8,7.5,0.5,0.9,26,,81,0,S. Poe,,
Bay,,7/25/2013,0,5.9,8,0.5,0.8,26,,72,0,S. Poe,,
Bay,,08-08-2013,0,6.8,8.5,0.5,0.8,24,,79,0,S. Poe,,
Bay,,8/22/2013,0,6,8.5,0.5,0.7,26,,78,0,S. Poe,,
Bay,,09-12-2013,0,4.3,8,0.5,0.8,25,,75,N/A,S. Poe,,
Bay,,9/26/2013,0,6.1,8.5,0.3,0.4,19,,69,0,S. Poe,,
Bay,,10/22/2013,0,7.9,7,0.7,0.8,16,,58,0,S. Poe,,
Bay,,11-12-2013,0,9.8,7.5,0.4,0.6,11,,54,0,S. Poe,,
Bay,,11/19/2013,0,7.1,7,0.3,0.5,12,,52,0,S. Poe,,
Bay,,12-04-2013,0,7,7.5,0.2,0.5,11,,50,0,S. Poe,,
Bay,,12-11-2013,0,8.35,7,0.2,0.5,8,,38,0,S. Poe,,
A,,01-03-2014,0,,6.5,0.6,0.9,6,,26,11.25,S. Poe,3/27/2014,Karen Beatty
B,,01-03-2014,0,,6,0.3,0.3,5,,26,11.35,S. Poe,3/27/2014,Karen Beatty
D,,01-03-2014,0,7.9,6.5,1.1,1.2,5,,26,10.45,S. Poe,3/27/2014,Karen Beatty
Bay,,01-03-2014,0,7.3,7,0.1,0.4,5,,26,10.15,S. Poe,3/27/2014,Karen Beatty
A,,1/14/2014,0,6.8,6.5,0.5,0.5,11,,53,10.2,S. Poe,3/27/2014,Karen Beatty
B,,1/14/2014,0,6.2,6.5,0.4,0.4,,,53,10.45,S. Poe,3/27/2014,Karen Beatty
D,,1/14/2014,0,,6.5,1,1.4,11,,53,11.1,S. Poe,3/27/2014,Karen Beatty
Bay,,1/14/2014,0,8.7,7,0.4,0.6,11,,53,9.45,S. Poe,3/27/2014,Karen Beatty
A,,02-11-2014,0,,6.5,0.5,0.9,1,,29,10.4,S. Poe,3/27/2014,Karen Beatty
